9961|1|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000065|000000235|000000001|000000006|000000020|000000039|000000230|000000000|000000028|000000009|000000248|000000228|000000300|000000020|000000005|000000008|000000010|000000047|000000002|000000002|000000000|000000000|000000026|000000021|000000127|000000101|000000007|000000003|000000005|000000005|000000002|000000000|000000809|000003.26|000000127|000000008|000000005|000000000|000000000|000000101|000000002|000000050|000000280|000000210|000001260|000001010|000000070|000000030|000000050|000000050|000000470|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000030|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000002590|000000110|000000090|000000060|000000020|000000000|00000000|000000010|000000300|000000300|000000170|000000960|000000430|000000150|000000480|000000010|000000000|000000010|000000030|000000000|000000000|000000010|000000000|000000010|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996101|
9961|2|000000000|000000000|000000000|000000001|000000002|000000000|000000000|000000001|000000003|000000001|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000001|000000000|000000003|000000001|000000000|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000001|000000000|000000000|000000001|000000001|000000002|000000000|000000002|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000002|000000000|000000000|000000002|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000112|000000368|000000007|000000018|000000026|000000084|000000367|000000013|000000049|000000041|000000400|000000356|000000495|000000029|000000014|000000011|000000012|000000100|000000024|000000032|000000000|000000007|000000047|000000053|000000176|000000180|000000006|000000001|000000028|000000009|000000013|000000011|000001305|000003.26|000000176|000000006|000000028|000000003|000000000|000000180|000000001|000000090|000000570|000000640|000001750|000001800|000000060|000000010|000000270|000000090|000000980|000000240|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000040|000000020|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000003900|000000080|000000450|000000140|000000060|000000000|00000000|000000000|000000650|000000550|000000270|000001640|000000500|000000160|000000660|000000020|000000010|000000000|000000050|000000030|000000020|000000010|000000000|000000000|000000020|000000020|000000010|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996102|
9961|3|000000000|000000000|000000000|000000001|000000002|000000001|000000000|000000000|000000003|000000000|000000001|000000000|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000001|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000002|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000052|000000106|000000003|000000006|000000039|000000034|000000107|000000002|000000042|000000042|000000145|000000104|000000137|000000007|000000011|000000010|000000015|000000088|000000012|000000014|000000000|000000000|000000037|000000051|000000039|000000065|000000007|000000002|000000025|000000007|000000007|000000005|000000414|000002.86|000000039|000000007|000000025|000000000|000000000|000000065|000000002|000000070|000000440|000000560|000000370|000000640|000000060|000000020|000000220|000000070|000000840|000000120|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000010|000000000|000000020|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000010|000000000|000000000|000000010|000000000|000000000|000000000|000000010|000000030|000000000|000000000|000000010|000000000|000000010|000000000|000000000|000000690|000000110|000000380|000000090|000000000|000000000|00000000|000000000|000000170|000000120|000000090|000000370|000000180|000000090|000000160|000000020|000000010|000000000|000000030|000000000|000000020|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996103|
9961|4|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000002|000000001|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000001|000000001|000000000|000000002|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000002|000000000|000000002|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000100|000000329|000000005|000000006|000000048|000000082|000000320|000000003|000000063|000000053|000000361|000000315|000000363|000000026|000000019|000000011|000000009|000000146|000000016|000000017|000000000|000000030|000000060|000000086|000000139|000000176|000000007|000000004|000000026|000000009|000000013|000000003|000001095|000003.03|000000139|000000007|000000026|000000001|000000000|000000176|000000004|000000090|000000720|000000890|000001360|000001760|000000070|000000040|000000250|000000090|000001450|000000160|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000040|000000000|000000000|000000010|000000000|000000050|000000000|000000000|000002780|000000090|000000330|000000170|000000010|000000000|00000019|000000000|000000390|000000360|000000200|000001270|000000340|000000230|000000410|000000060|000000030|000000000|000000040|000000020|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996104|
9961|5|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000056|000000104|000000001|000000002|000000023|000000029|000000105|000000007|000000026|000000022|000000123|000000101|000000123|000000009|000000003|000000007|000000007|000000068|000000010|000000013|000000000|000000000|000000033|000000035|000000048|000000053|000000002|000000003|000000008|000000009|000000008|000000002|000000366|000002.98|000000050|000000002|000000008|000000002|000000000|000000051|000000003|000000090|000000390|000000370|000000470|000000500|000000020|000000030|000000080|000000090|000000680|000000100|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000030|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000870|000000050|000000100|000000020|000000060|000000000|00000000|000000000|000000160|000000050|000000040|000000410|000000130|000000060|000000170|000000000|000000010|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000020|000000010|000000000|000000030|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996105|
9962|1|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000004|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000001|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000091|000000168|000000001|000000004|000000017|000000069|000000168|000000008|000000026|000000025|000000207|000000164|000000254|000000004|000000003|000000009|000000008|000000066|000000028|000000041|000000000|000000000|000000029|000000037|000000086|000000078|000000003|000000004|000000030|000000006|000000019|000000009|000000641|000003.10|000000086|000000003|000000030|000000002|000000000|000000078|000000004|000000060|000000460|000000460|000000860|000000770|000000020|000000040|000000300|000000060|000000660|000000270|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000020|000000020|000000030|000001760|000000030|000000500|000000030|000000040|000000000|00000000|000000030|000000380|000000320|000000160|000000790|000000230|000000120|000000290|000000000|000000000|000000000|000000020|000000010|000000000|000000000|000000000|000000010|000000000|000000030|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996201|
9962|2|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000093|000000083|000000004|000000007|000000020|000000066|000000082|000000002|000000032|000000020|000000103|000000078|000000100|000000002|000000003|000000011|000000010|000000089|000000022|000000030|000000000|000000036|000000047|000000042|000000035|000000043|000000004|000000002|000000011|000000008|000000012|000000010|000000297|000002.88|000000035|000000004|000000011|000000001|000000001|000000043|000000002|000000080|000000580|000000510|000000350|000000420|000000040|000000020|000000100|000000080|000000830|000000220|000000000|000000000|000000000|000000000|000000000|000000000|000000020|000000000|000000000|000000010|000000000|000000000|000000010|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000650|000000050|000000170|000000040|000000030|000000000|00000002|000000000|000000150|000000110|000000020|000000290|000000090|000000040|000000170|000000000|000000000|000000000|000000010|000000010|000000000|000000020|000000010|000000010|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996202|
9962|3|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000002|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000001|000000001|000000003|000000001|000000001|000000001|000000000|000000000|000000000|000000000|000000001|000000001|000000000|000000000|000000001|000000000|000000000|000000001|000000000|000000000|000000000|000000002|000000001|000000001|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000001|000000000|000000000|000000001|000000001|000000000|000000001|000000000|000000001|000000000|000000000|000000001|000000001|000000000|000000000|000000001|000000146|000000501|000000008|000000034|000000051|000000137|000000503|000000012|000000364|000000089|000000531|000000472|000000480|000000032|000000007|000000013|000000006|000000496|000000028|000000034|000000113|000000012|000000104|000000392|000000190|000000282|000000001|000000004|000000040|000000014|000000018|000000010|000001535|000002.89|000000190|000000001|000000041|000000001|000000000|000000282|000000004|000000130|000001210|000004020|000001870|000002820|000000010|000000040|000000400|000000130|000004900|000000260|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000010|000000040|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000040|000000010|000000000|000000000|000000000|000000000|000000070|000000000|000000000|000003860|000000010|000000540|000000090|000000020|000000000|00000000|000000000|000000530|000000400|000000290|000001720|000000550|000000200|000000720|000000020|000000000|000000000|000000050|000000010|000000010|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996203|
9962|4|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000002|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000001|000000113|000000179|000000007|000000004|000000032|000000125|000000181|000000004|000000026|000000054|000000253|000000178|000000285|000000010|000000006|000000008|000000013|000000114|000000042|000000054|000000000|000000000|000000056|000000058|000000087|000000091|000000007|000000004|000000057|000000007|000000022|000000020|000000740|000002.92|000000087|000000007|000000057|000000001|000000000|000000091|000000004|000000070|000000770|000000780|000000850|000000900|000000060|000000040|000000530|000000060|000001100|000000410|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000020|000000010|000000010|000000000|000000030|000000010|000000020|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000030|000000010|000000000|000001610|000000090|000000900|000000040|000000030|000000000|00000000|000000000|000000610|000000320|000000120|000000900|000000210|000000160|000000280|000000010|000000020|000000000|000000010|000000000|000000000|000000000|000000010|000000000|000000010|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996204|
9963|1|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000002|000000003|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000069|000000192|000000001|000000013|000000011|000000044|000000190|000000001|000000031|000000014|000000207|000000188|000000273|000000021|000000002|000000005|000000007|000000026|000000011|000000018|000000040|000000000|000000015|000000011|000000108|000000080|000000003|000000004|000000006|000000006|000000008|000000003|000000696|000003.36|000000109|000000003|000000006|000000002|000000001|000000079|000000004|000000060|000000210|000000130|000001080|000000800|000000020|000000040|000000060|000000060|000000260|000000100|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000002380|000000060|000000080|000000010|000000080|000000000|00000000|000000000|000000270|000000330|000000200|000001020|000000330|000000100|000000270|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000000|000000000|000000040|000000010|000000000|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996301|
