9961|1|000001660|000002210|000002720|000000000049350|000000210|000000000|000000000|000000000|000000000|000000000049350|000000000000000|000000000000000|000000000000000|000000000000000|000000210|000000000|000000000049350|000000000000000|000000000007480|000000000|000000190|000000020|000000000|000000020|000000010|000000000|000000030|000000020|000000010|000000000|000000040|000000020|000000030|000000180|000002040|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000001250|000000010|000000180|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000150|000000000|000001600|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000950|000000000|000000260|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000150|000000010|000004760|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000002770|000000000|000000720|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000390|000000060|000000020|000003280|000003150|000000130|000000000|000000000|000000330|000000000|000000000|000000330|000000000|000003280|000000020|000003260|000000020|000000020|000002930|000000000|000000010|000000770|000000000|000000000|000000000|000000000|000000000|000000210|000000030|000000000|000000010|000000200|00000003|996101|
9961|2|000001870|000002350|000002880|000000000255620|000001000|000000000|000000030|000000000|000000000|000000000249750|000000000000000|000000000005870|000000000000000|000000000000000|000001020|000000010|000000000251750|000000000003870|000000000012520|000000000|000000910|000000070|000000010|000000110|000000060|000000040|000000000|000000000|000000000|000000000|000000060|000000090|000000040|000000270|000003530|000000070|000000110|000000050|000000230|000000010|000000000|000000000|000001720|000000020|000000260|000000000|000000020|000000010|000000020|000000000|000000000|000000000|000000180|000000010|000002660|000000060|000000030|000000000|000000010|000000000|000000000|000000000|000001240|000000010|000000610|000000010|000000060|000000040|000000200|000000010|000000000|000000000|000000300|000000000|000007590|000000140|000000040|000000000|000000020|000000000|000000000|000000000|000003820|000000010|000001640|000000020|000000140|000000060|000000410|000000030|000000000|000000000|000000810|000000000|000000030|000005710|000005300|000000410|000000000|000000050|000000450|000000000|000000090|000000410|000000030|000005680|000000080|000005630|000000030|000000050|000005160|000000020|000000030|000001960|000000000|000000000|000000030|000000000|000000000|000001030|000000130|000000000|000000090|000000940|00000013|996102|
9961|3|000001420|000002380|000003210|000000000230550|000000930|000000000|000000050|000000000|000000010|000000000219290|000000000000000|000000000010760|000000000000000|000000000000500|000000960|000000030|000000000226920|000000000003630|000000000022890|000000000|000000750|000000080|000000000|000000240|000000020|000000040|000000040|000000010|000000010|000000000|000000040|000000110|000000040|000000200|000001730|000000030|000000230|000000340|000000040|000000360|000000000|000000000|000000040|000000170|000000190|000000000|000000060|000000080|000000020|000000030|000000000|000000000|000000010|000000100|000001250|000000000|000000010|000000010|000000000|000000010|000000000|000000000|000000030|000000040|000000290|000000030|000000160|000000250|000000020|000000320|000000000|000000000|000000000|000000030|000003000|000000000|000000050|000000010|000000000|000000030|000000000|000000000|000000130|000000130|000000660|000000110|000000260|000000540|000000020|000000420|000000000|000000000|000000000|000000070|000000040|000002900|000002420|000000480|000000010|000000020|000000460|000000010|000000040|000000440|000000050|000002850|000000090|000002810|000000030|000000050|000002370|000000030|000000060|000001040|000000000|000000000|000000020|000000000|000000060|000000930|000000100|000000000|000000100|000000890|00000010|996103|
9961|4|000002020|000002650|000003130|000000000341130|000001340|000000000|000000000|000000010|000000010|000000000336500|000000000000000|000000000000000|000000000004130|000000000000500|000001300|000000060|000000000329730|000000000011400|000000000012130|000000000|000001070|000000060|000000000|000000290|000000030|000000010|000000020|000000020|000000010|000000010|000000030|000000080|000000080|000000440|000004180|000000040|000000250|000000420|000000230|000000220|000000000|000000000|000000510|000000080|000000600|000000000|000000020|000000020|000000010|000000020|000000000|000000000|000000020|000000010|000003170|000000020|000000070|000000030|000000000|000000000|000000000|000000000|000000410|000000040|000000410|000000020|000000160|000000370|000000220|000000200|000000000|000000000|000000080|000000030|000008610|000000060|000000130|000000060|000000000|000000000|000000000|000000000|000001160|000000150|000001100|000000030|000000230|000000480|000000310|000000260|000000000|000000000|000000210|000000040|000000020|000005910|000004570|000001340|000000010|000000000|000000690|000000010|000000310|000000380|000000190|000005720|000000500|000005410|000000010|000000230|000004990|000000000|000000180|000002640|000000000|000000020|000000020|000000010|000000040|000001310|000000090|000000010|000000110|000001240|00000009|996104|
9961|5|000002070|000002520|000002880|000000000132880|000000540|000000010|000000010|000000000|000000000|000000000126880|000000000002870|000000000003130|000000000000000|000000000000000|000000560|000000000|000000000132880|000000000000000|000000000013260|000000000|000000420|000000030|000000000|000000140|000000010|000000020|000000000|000000040|000000000|000000000|000000000|000000010|000000000|000000040|000001110|000000000|000000110|000000130|000000150|000000130|000000000|000000000|000000440|000000050|000000050|000000000|000000010|000000030|000000000|000000000|000000000|000000000|000000000|000000020|000000900|000000000|000000050|000000050|000000000|000000000|000000000|000000000|000000390|000000010|000000160|000000000|000000050|000000050|000000150|000000130|000000000|000000000|000000050|000000020|000002430|000000000|000000090|000000080|000000000|000000000|000000000|000000000|000000960|000000020|000000350|000000000|000000070|000000070|000000210|000000130|000000000|000000000|000000160|000000070|000000020|000002100|000001570|000000530|000000010|000000000|000000100|000000010|000000070|000000030|000000050|000002050|000000130|000001970|000000010|000000090|000001910|000000000|000000040|000000770|000000000|000000000|000000000|000000000|000000040|000000520|000000040|000000000|000000120|000000440|00000004|996105|
9962|1|000001700|000002420|000003060|000000000262250|000001070|000000020|000000010|000000000|000000000|000000000257250|000000000004500|000000000000500|000000000000000|000000000000000|000001060|000000040|000000000252010|000000000010240|000000000008130|000000010|000001050|000000040|000000010|000000030|000000000|000000010|000000030|000000000|000000010|000000000|000000000|000000010|000000030|000000020|000002140|000000170|000000120|000000150|000000200|000000010|000000000|000000000|000000220|000000110|000000080|000000000|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000010|000001550|000000110|000000010|000000010|000000000|000000000|000000000|000000000|000000100|000000060|000000510|000000060|000000100|000000130|000000200|000000010|000000000|000000000|000000120|000000040|000004590|000000150|000000020|000000050|000000000|000000000|000000000|000000000|000000210|000000110|000001250|000000150|000000250|000000280|000000390|000000020|000000000|000000000|000000300|000000070|000000020|000003100|000002750|000000350|000000000|000000020|000000090|000000000|000000010|000000100|000000040|000003060|000000070|000003030|000000020|000000040|000002950|000000000|000000040|000001540|000000000|000000000|000000010|000000010|000000020|000001070|000000040|000000010|000000050|000001040|00000004|996201|
9962|2|000001900|000002440|000003070|000000000327450|000001220|000000020|000000050|000000000|000000000|000000000312560|000000000003260|000000000011630|000000000000000|000000000000000|000001290|000000000|000000000327450|000000000000000|000000000009240|000000000|000001220|000000030|000000000|000000070|000000040|000000040|000000000|000000000|000000000|000000000|000000000|000000030|000000020|000000020|000001040|000000020|000000270|000000380|000000190|000000180|000000000|000000000|000000030|000000140|000000020|000000000|000000030|000000010|000000000|000000020|000000000|000000000|000000020|000000010|000000640|000000010|000000040|000000010|000000010|000000000|000000000|000000000|000000010|000000050|000000380|000000010|000000200|000000360|000000180|000000160|000000000|000000000|000000000|000000080|000001700|000000020|000000070|000000020|000000020|000000000|000000000|000000000|000000030|000000070|000000880|000000040|000000410|000000590|000000310|000000190|000000000|000000000|000000000|000000130|000000030|000002220|000001960|000000260|000000020|000000030|000000060|000000020|000000020|000000070|000000040|000002180|000000010|000002210|000000010|000000050|000002080|000000010|000000020|000000540|000000000|000000000|000000000|000000000|000000020|000001270|000000070|000000000|000000090|000001200|00000007|996202|
9962|3|000001500|000002400|000003380|000000001577240|000006180|000000010|000000060|000000020|000000010|000000001547970|000000000003870|000000000015390|000000000008380|000000000001630|000006200|000000080|000000001553600|000000000023640|000000000017760|000000000|000001910|000000180|000000110|000004260|000000000|000000040|000000020|000000000|000000000|000000000|000000040|000000090|000000030|000000050|000003890|000000610|000000390|000000440|000000240|000001290|000002630|000001190|000000010|000000130|000000100|000000040|000000040|000000010|000000020|000000020|000000020|000000020|000000000|000000000|000003260|000000510|000000060|000000120|000000030|000000000|000000040|000000010|000000010|000000050|000000530|000000060|000000290|000000310|000000190|000001270|000002570|000001160|000000000|000000080|000009510|000001010|000000170|000000200|000000050|000000000|000000040|000000010|000000020|000000120|000001660|000000140|000000550|000000550|000000320|000001890|000003170|000001470|000000000|000000110|000000170|000010650|000009460|000001190|000000010|000000010|000000250|000000010|000000020|000000240|000000400|000010250|000000140|000010510|000000160|000000270|000010120|000000030|000000030|000003400|000000000|000000010|000000030|000000110|000000160|000006010|000000180|000000110|000000260|000005910|00000018|996203|
9962|4|000001620|000002600|000002990|000000000490320|000002020|000000000|000000080|000000000|000000010|000000000477300|000000000000000|000000000010890|000000000000000|000000000002130|000002070|000000040|000000000483800|000000000006520|000000000025910|000000000|000001980|000000040|000000000|000000130|000000000|000000010|000000040|000000040|000000000|000000020|000000000|000000030|000000040|000000010|000001780|000000030|000000240|000000090|000000690|000000210|000000320|000000000|000000910|000000010|000000100|000000000|000000010|000000000|000000020|000000010|000000010|000000000|000000040|000000000|000001290|000000010|000000030|000000000|000000000|000000000|000000000|000000000|000000600|000000010|000000390|000000020|000000200|000000090|000000670|000000200|000000310|000000000|000000270|000000000|000003320|000000020|000000110|000000000|000000000|000000000|000000000|000000000|000001500|000000020|000001110|000000030|000000450|000000190|000001560|000000370|000000310|000000000|000000640|000000000|000000020|000004260|000003370|000000890|000000000|000000030|000000160|000000000|000000030|000000160|000000020|000004240|000000200|000004060|000000020|000000070|000004000|000000010|000000040|000001110|000000000|000000010|000000010|000000000|000000200|000001910|000000040|000000000|000000220|000001890|00000004|996204|
9963|1|000002310|000003000|000004130|000000000091040|000000260|000000000|000000000|000000000|000000000|000000000091040|000000000000000|000000000000000|000000000000000|000000000000000|000000260|000000000|000000000091040|000000000000000|000000000000000|000000000|000000260|000000040|000000000|000000000|000000020|000000000|000000000|000000000|000000000|000000020|000000000|000000010|000000040|000000160|000001950|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000630|000000050|000000110|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000080|000000040|000001560|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000430|000000000|000000280|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000120|000000010|000004930|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000001360|000000000|000000900|000000000|000000070|000000000|000000000|000000000|000000000|000000000|000000300|000000020|000000000|000002670|000002540|000000130|000000000|000000010|000000220|000000000|000000010|000000220|000000000|000002670|000000010|000002660|000000000|000000010|000002430|000000000|000000020|000000930|000000000|000000000|000000000|000000000|000000000|000000260|000000060|000000000|000000010|000000250|00000006|996301|
9963|2|000002290|000003000|000003570|000000000532800|000001710|000000010|000000080|000000000|000000000|000000000508670|000000000001870|000000000022260|000000000000000|000000000000000|000001780|000000020|000000000526300|000000000006500|000000000021130|000000000|000001740|000000040|000000000|000000060|000000000|000000050|000000020|000000010|000000000|000000030|000000020|000000040|000000010|000000040|000004400|000000060|000000440|000000250|000000060|000000440|000000000|000000000|000001310|000000050|000000110|000000010|000000060|000000020|000000000|000000010|000000000|000000000|000000010|000000000|000003740|000000020|000000050|000000040|000000000|000000010|000000000|000000000|000001030|000000010|000000550|000000030|000000330|000000190|000000060|000000420|000000000|000000000|000000270|000000040|000011070|000000020|000000080|000000060|000000000|000000020|000000000|000000000|000002680|000000020|000001660|000000080|000000770|000000270|000000100|000000650|000000000|000000000|000000750|000000070|000000030|000006980|000006410|000000570|000000010|000000000|000000210|000000010|000000000|000000210|000000070|000006910|000000130|000006850|000000020|000000110|000006660|000000020|000000090|000003260|000000000|000000000|000000030|000000000|000000050|000001750|000000040|000000000|000000080|000001720|00000004|996302|
9963|3|000002140|000002740|000003590|000000000304790|000000960|000000000|000000050|000000020|000000000|000000000284680|000000000000000|000000000014610|000000000005500|000000000000000|000001010|000000020|000000000298050|000000000006740|000000000033750|000000000|000001010|000000060|000000000|000000020|000000020|000000080|000000020|000000010|000000030|000000000|000000030|000000050|000000030|000000040|000002810|000000050|000000060|000000070|000000090|000000000|000000000|000000000|000002670|000000000|000000120|000000000|000000000|000000010|000000010|000000000|000000000|000000000|000000150|000000000|000002230|000000020|000000030|000000000|000000000|000000000|000000000|000000000|000002040|000000000|000000460|000000030|000000030|000000060|000000080|000000000|000000000|000000000|000000480|000000000|000006740|000000060|000000080|000000000|000000000|000000000|000000000|000000000|000004700|000000000|000001410|000000040|000000070|000000080|000000190|000000000|000000000|000000000|000001290|000000000|000000000|000005750|000005500|000000250|000000000|000000010|000000280|000000000|000000020|000000270|000000000|000005750|000000030|000005720|000000000|000000030|000005430|000000000|000000010|000001940|000000000|000000000|000000000|000000000|000000010|000001020|000000080|000000000|000000080|000000950|00000008|996303|
9963|4|000002190|000002830|000003310|000000000767750|000002600|000000020|000000120|000000020|000000020|000000000722460|000000000004500|000000000030290|000000000006000|000000000004500|000002730|000000050|000000000756360|000000000011390|000000000037110|000000000|000002680|000000090|000000000|000000100|000000010|000000120|000000020|000000010|000000000|000000000|000000020|000000120|000000060|000000250|000003070|000000090|000000440|000000430|000000250|000000220|000000650|000000000|000000720|000000310|000000370|000000020|000000030|000000010|000000000|000000060|000000050|000000000|000000030|000000030|000001940|000000020|000000060|000000010|000000010|000000000|000000000|000000000|000000580|000000010|000000760|000000050|000000350|000000410|000000240|000000160|000000600|000000000|000000110|000000270|000005560|000000030|000000130|000000020|000000020|000000000|000000000|000000000|000001940|000000040|000002020|000000090|000000690|000000980|000000410|000000420|000001010|000000000|000000240|000000330|000000020|000006160|000005230|000000930|000000010|000000060|000000530|000000010|000000160|000000430|000000010|000006150|000000310|000005850|000000010|000000140|000005430|000000000|000000030|000001640|000000000|000000010|000000000|000000010|000000040|000002730|000000100|000000010|000000240|000002530|00000010|996304|
