9961|1|000000000|000000000|000000000|000000000|000000000|00000000|000000340|000000250|000000040|000000020|000000100|000000010|000000130|000000000|000000010|000000000|00000000|000000280|000000630|000000010|000000190|000001850|000000010|000000230|000000400|000000010|000000240|000002080|000000010|000000070|000002900|000000910|000000490|000000700|000000250|000000100|000000030|000000470|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000008660|00000004|000007820|000000840|000000320|000008340|000000130|000008530|000000240|000008420|000000210|000008450|000000230|000008430|000000040|000000040|000006250|996101|
9961|2|000000000|000000000|000000000|000000000|000000000|00000000|000000730|000000500|000000050|000000020|000000150|000000020|000000280|000000020|000000020|000000000|00000003|000000500|000001210|000000040|000000500|000002790|000000200|000000430|000000830|000000040|000000570|000003170|000000200|000000330|000004910|000001670|000000710|000000820|000000540|000000170|000000090|000001000|000000190|000000030|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000070|000014720|00000008|000014020|000000700|000000200|000014520|000000160|000014560|000000360|000014360|000000100|000014620|000000080|000014640|000000060|000000050|000010740|996102|
9961|3|000000000|000000000|000000000|000000000|000000000|00000000|000000240|000000190|000000040|000000020|000000070|000000000|000000320|000000000|000000000|000000000|00000000|000000420|000000410|000000000|000000460|000001040|000000120|000000390|000000280|000000000|000000490|000001170|000000120|000000240|000002210|000000700|000000310|000000330|000000060|000000010|000000040|000000880|000000100|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000005350|00000008|000004690|000000660|000000050|000005300|000000020|000005330|000000140|000005210|000000090|000005260|000000420|000004930|000000060|000000020|000004250|996103|
9961|4|000000000|000000000|000000030|000000040|000000030|00000009|000000650|000000410|000000020|000000000|000000070|000000010|000000530|000000010|000000000|000000000|00000000|000000680|000001050|000000020|000000780|000002560|000000140|000000600|000000720|000000020|000000860|000002890|000000140|000000250|000004980|000001680|000000800|000000630|000000340|000000110|000000050|000001460|000000150|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000300|000013110|00000002|000010780|000002330|000000290|000012820|000000160|000012950|000000620|000012490|000000180|000012930|000001280|000011830|000000020|000000130|000009940|996104|
9961|5|000000000|000000000|000000000|000000000|000000000|00000000|000000270|000000180|000000050|000000000|000000070|000000010|000000180|000000010|000000030|000000000|00000000|000000360|000000410|000000030|000000320|000000820|000000070|000000250|000000310|000000030|000000430|000000920|000000070|000000150|000001860|000000590|000000230|000000250|000000120|000000020|000000020|000000680|000000080|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000004610|00000003|000003670|000000940|000000040|000004570|000000040|000004570|000000180|000004430|000000080|000004530|000000630|000003980|000000030|000000130|000003590|996105|
9962|1|000000000|000000000|000000000|000000000|000000000|00000000|000000380|000000320|000000020|000000000|000000020|000000000|000000200|000000020|000000000|000000000|00000000|000000260|000000530|000000030|000000400|000001540|000000250|000000220|000000430|000000020|000000440|000001640|000000260|000000340|000002670|000000950|000000380|000000430|000000210|000000070|000000030|000000660|000000190|000000060|000000020|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000007840|00000000|000006570|000001270|000000230|000007610|000000100|000007740|000000230|000007610|000000160|000007680|000000970|000006870|000000000|000000090|000005680|996201|
9962|2|000000000|000000000|000000000|000000000|000000000|00000002|000000220|000000160|000000060|000000010|000000070|000000000|000000160|000000010|000000010|000000000|00000010|000000260|000000290|000000010|000000630|000000740|000000210|000000230|000000270|000000010|000000660|000000760|000000210|000000270|000001870|000000530|000000210|000000160|000000080|000000040|000000010|000000890|000000160|000000040|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000090|000000000|000000270|000004840|00000000|000004190|000000650|000000100|000004740|000000050|000004790|000000200|000004640|000000050|000004790|000000540|000004300|000000000|000000040|000004050|996202|
9962|3|000000000|000000000|000000000|000000000|000000000|00000000|000001860|000001490|000000060|000000000|000000550|000000030|000003330|000000010|000000050|000001030|00000000|000004120|000002220|000000050|000000840|000003090|000000230|000003880|000001940|000000050|000001080|000003370|000000230|000000340|000010210|000002970|000000700|000001030|000000450|000000130|000000030|000004960|000000220|000000060|000000000|000000000|000000000|000000000|000000000|000001130|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000120|000022180|00000006|000017030|000005150|000000290|000021890|000000130|000022050|000000530|000021650|000000430|000021750|000004400|000017780|000000060|000000240|000018150|996203|
9962|4|000000000|000000000|000000000|000000000|000000000|00000000|000000320|000000290|000000040|000000000|000000060|000000000|000000180|000000000|000000000|000000000|00000000|000000290|000000530|000000000|000000850|000002000|000000420|000000240|000000390|000000000|000000900|000002140|000000420|000000550|000003540|000001070|000000810|000000370|000000210|000000060|000000010|000001140|000000320|000000080|000000020|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000009530|00000010|000007800|000001730|000000220|000009310|000000080|000009450|000000170|000009360|000000140|000009390|000001300|000008230|000000070|000000190|000006990|996204|
9963|1|000000000|000000000|000000000|000000000|000000000|00000000|000000360|000000200|000000030|000000000|000000020|000000000|000000060|000000000|000000000|000000340|00000000|000000100|000000510|000000000|000000160|000001560|000000110|000000080|000000360|000000000|000000180|000001710|000000110|000000160|000002280|000000770|000000360|000000450|000000350|000000120|000000020|000000260|000000060|000000030|000000020|000000000|000000000|000000000|000000000|000000400|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000007980|00000000|000007470|000000510|000000090|000007890|000000060|000007920|000000080|000007900|000000140|000007840|000000190|000007790|000000000|000000010|000005650|996301|
9963|2|000000000|000000000|000000000|000000000|000000000|00000000|000000640|000000460|000000070|000000000|000000100|000000000|000000250|000000020|000000010|000000000|00000000|000000440|000001090|000000040|000000980|000003860|000000380|000000350|000000710|000000030|000001070|000004240|000000390|000000570|000006220|000001940|000001220|000001010|000000530|000000200|000000050|000001420|000000280|000000090|000000040|000000000|000000000|000000010|000000000|000000000|000000000|000000150|000000000|000004730|000000000|000000000|000000000|000000000|000023110|00000007|000019850|000003260|000000340|000022770|000000740|000022370|000001240|000021870|000000930|000022180|000002510|000020600|000000050|000001030|000017500|996302|
9963|3|000000000|000000000|000000000|000000000|000000000|00000000|000000630|000000440|000000030|000000090|000000120|000000010|000000250|000000010|000000000|000000000|00000000|000000420|000000800|000000020|000000650|000003240|000000330|000000370|000000670|000000020|000000700|000003370|000000330|000000560|000004900|000001660|000000970|000000790|000000440|000000130|000000050|000001070|000000250|000000060|000000030|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000014640|00000002|000013310|000001330|000000220|000014420|000000100|000014540|000000690|000013950|000000150|000014490|000000240|000014400|000000020|000000020|000010790|996303|
9963|4|000000000|000000000|000000000|000000000|000000000|00000000|000000510|000000280|000000010|000000000|000000030|000000010|000000140|000000010|000000020|000000000|00000000|000000250|000000650|000000030|000001270|000002810|000000570|000000170|000000510|000000030|000001350|000002950|000000570|000000710|000004870|000001360|000000810|000000820|000000310|000000130|000000030|000001520|000000430|000000130|000000030|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000140|000000000|000000000|000014010|00000006|000012420|000001590|000000250|000013760|000000080|000013930|000000640|000013370|000000190|000013820|000000740|000013270|000000050|000000100|000010400|996304|
9964|1|000000000|000000000|000000000|000000000|000000000|00000000|000000330|000000270|000000020|000000000|000000080|000000010|000000310|000000000|000000010|000000000|00000000|000000470|000000550|000000020|000000330|000001640|000000130|000000390|000000370|000000020|000000410|000001820|000000130|000000200|000002940|000000990|000000480|000000460|000000190|000000070|000000000|000000800|000000120|000000020|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000007660|00000011|000006660|000001000|000000290|000007370|000000100|000007560|000000310|000007350|000000180|000007480|000000250|000007410|000000090|000000060|000006000|996401|
9964|2|000000000|000000000|000000000|000000000|000000000|00000000|000000380|000000290|000000050|000000000|000000070|000000000|000000380|000000000|000000000|000000000|00000000|000000530|000000630|000000000|000000520|000001680|000000070|000000450|000000440|000000000|000000600|000001870|000000070|000000170|000003260|000000940|000000520|000000560|000000200|000000050|000000040|000001050|000000070|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000008470|00000001|000006850|000001620|000000220|000008250|000000080|000008390|000000130|000008340|000000130|000008340|000001240|000007230|000000010|000000130|000006330|996402|
9964|3|000000000|000000000|000000000|000000000|000000000|00000000|000000400|000000270|000000060|000000000|000000240|000000000|000000510|000000010|000000010|000000000|00000000|000000880|000000700|000000010|000000820|000001840|000000180|000000750|000000440|000000010|000000950|000002100|000000180|000000340|000004090|000001150|000000540|000000500|000000220|000000080|000000050|000001700|000000170|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000009870|00000009|000007920|000001950|000000090|000009780|000000030|000009840|000000290|000009580|000000220|000009650|000001330|000008540|000000090|000000180|000007370|996403|
9964|4|000000000|000000000|000000000|000000000|000000000|00000000|000000260|000000160|000000020|000000000|000000040|000000000|000000160|000000000|000000000|000000000|00000000|000000240|000000480|000000010|000000190|000001420|000000170|000000200|000000270|000000000|000000230|000001630|000000180|000000280|000002230|000000760|000000470|000000400|000000170|000000070|000000030|000000430|000000150|000000030|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000006830|00000003|000005610|000001220|000000080|000006750|000000090|000006740|000000100|000006730|000000130|000006700|000000970|000005860|000000030|000000060|000005060|996404|
9964|5|000000000|000000000|000000000|000000000|000000000|00000000|000000510|000000350|000000030|000000000|000000090|000000000|000000360|000000000|000000000|000000000|00000000|000000520|000000790|000000000|000000510|000001920|000000070|000000450|000000540|000000000|000000580|000002170|000000070|000000180|000003630|000001140|000000490|000000650|000000350|000000060|000000020|000001030|000000050|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000009820|00000000|000007790|000002030|000000150|000009670|000000110|000009710|000000210|000009610|000000140|000009680|000001510|000008310|000000000|000000100|000007260|996405|
9965|1|000000000|000000000|000000000|000000000|000000000|00000066|000000570|000000360|000000110|000000000|000000100|000000010|000000090|000000000|000000010|000000050|00000000|000000280|000000860|000000040|000000430|000001680|000000120|000000190|000000640|000000010|000000520|000001900|000000150|000000230|000003180|000001210|000000570|000000450|000000220|000000050|000000040|000000710|000000150|000000010|000000000|000000000|000000000|000000000|000000000|000000120|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000002200|000011010|00000001|000010150|000000860|000000300|000010710|000000090|000010920|000000340|000010670|000000050|000010960|000000310|000010700|000000010|000000110|000008960|996501|
9965|2|000000000|000000000|000000000|000000000|000000000|00000000|000000080|000000090|000000000|000000000|000000020|000000000|000000040|000000000|000000000|000000000|00000000|000000090|000000140|000000010|000000020|000000300|000000010|000000060|000000100|000000000|000000050|000000340|000000020|000000030|000000540|000000250|000000040|000000070|000000050|000000020|000000010|000000110|000000010|000000010|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000001500|00000000|000001370|000000130|000000010|000001490|000000000|000001500|000000040|000001460|000000020|000001480|000000060|000001440|000000000|000000000|000001140|996502|
