STF1A|8582|9965|2|000000150|000000044|000000057|000000000|000000000|000000000|000000150|000000071|000000079|000000149|000000000|000000001|000000000|000000000|000000149|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000150|000000000|000000000|000000000|000000000|000000149|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000002|000000004|000000006|000000007|000000000|000000008|000000005|000000002|000000002|000000003|000000001|000000001|000000001|000000001|000000003|000000000|000000000|000000011|000000013|000000009|000000012|000000014|000000005|000000004|000000008|000000005|000000010|000000007|000000003|000000003|000000000|000000002|000000004|000000003|000000001|000000000|000000006|000000002|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000005|000000005|000000007|000000006|000000006|000000003|000000001|000000006|000000003|000000005|000000002|000000002|000000001|000000000|000000000|000000000|000000003|000000006|000000000|000000002|000000003|000000002|000000002|000000002|000000001|000000001|000000001|000000001|000000003|000000000|000000000|000000006|000000008|000000002|000000005|000000008|000000002|000000003|000000002|000000002|000000005|000000005|000000001|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996502|
STF1A|8581|9965|1|000001102|000000254|000000341|000000000|000000000|000000000|000001102|000000627|000000475|000000975|000000005|000000104|000000001|000000017|000000975|000000005|000000104|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000017|000000026|000001076|000000023|000000001|000000000|000000002|000000967|000000005|000000102|000000001|000000001|000000008|000000000|000000002|000000000|000000016|000000002|000000031|000000022|000000015|000000010|000000050|000000025|000000027|000000012|000000011|000000029|000000055|000000056|000000051|000000038|000000030|000000019|000000075|000000072|000000077|000000061|000000050|000000047|000000051|000000019|000000037|000000045|000000029|000000026|000000018|000000012|000000002|000000013|000000013|000000008|000000004|000000026|000000010|000000009|000000007|000000005|000000008|000000026|000000027|000000017|000000022|000000012|000000006|000000042|000000034|000000038|000000037|000000029|000000019|000000028|000000009|000000016|000000032|000000016|000000012|000000012|000000003|000000000|000000016|000000008|000000007|000000006|000000020|000000015|000000014|000000004|000000006|000000008|000000012|000000012|000000006|000000006|000000004|000000007|000000031|000000035|000000038|000000024|000000021|000000025|000000023|000000010|000000021|000000012|000000013|000000014|000000006|000000009|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000003|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|996501|
STF1A|8580|9964|5|000000982|000000271|000000381|000000000|000000000|000000000|000000982|000000511|000000471|000000964|000000001|000000016|000000000|000000001|000000964|000000001|000000016|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000003|000000979|000000003|000000000|000000000|000000000|000000962|000000001|000000016|000000000|000000000|000000002|000000000|000000000|000000000|000000001|000000013|000000027|000000040|000000027|000000014|000000052|000000036|000000025|000000012|000000010|000000012|000000011|000000014|000000012|000000006|000000009|000000024|000000080|000000100|000000088|000000058|000000044|000000038|000000047|000000019|000000030|000000029|000000041|000000031|000000017|000000016|000000005|000000015|000000020|000000013|000000010|000000028|000000019|000000010|000000006|000000007|000000006|000000007|000000007|000000009|000000001|000000003|000000018|000000034|000000054|000000056|000000029|000000025|000000021|000000014|000000008|000000020|000000012|000000021|000000011|000000010|000000004|000000007|000000011|000000017|000000012|000000004|000000024|000000015|000000015|000000006|000000003|000000006|000000004|000000006|000000003|000000005|000000006|000000005|000000044|000000046|000000032|000000028|000000018|000000016|000000032|000000011|000000010|000000017|000000019|000000020|000000007|000000012|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996405|
STF1A|8579|9964|4|000000686|000000190|000000251|000000000|000000000|000000000|000000686|000000347|000000339|000000662|000000002|000000021|000000000|000000001|000000662|000000002|000000021|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000012|000000674|000000012|000000000|000000000|000000000|000000653|000000002|000000019|000000000|000000000|000000009|000000000|000000002|000000000|000000001|000000005|000000016|000000019|000000008|000000008|000000044|000000030|000000027|000000014|000000014|000000010|000000012|000000010|000000005|000000003|000000007|000000017|000000051|000000065|000000066|000000039|000000045|000000035|000000039|000000017|000000016|000000026|000000017|000000005|000000014|000000002|000000001|000000009|000000013|000000004|000000004|000000030|000000015|000000010|000000006|000000006|000000005|000000004|000000001|000000002|000000002|000000001|000000009|000000024|000000033|000000035|000000018|000000025|000000017|000000015|000000010|000000013|000000010|000000009|000000003|000000005|000000001|000000004|000000007|000000006|000000003|000000002|000000014|000000014|000000017|000000008|000000005|000000004|000000007|000000008|000000003|000000001|000000005|000000008|000000025|000000031|000000028|000000018|000000019|000000016|000000024|000000007|000000003|000000015|000000008|000000002|000000009|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996404|
STF1A|8578|9964|3|000000996|000000254|000000443|000000000|000000000|000000000|000000996|000000493|000000503|000000949|000000002|000000025|000000004|000000016|000000949|000000002|000000025|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000003|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000016|000000025|000000971|000000023|000000000|000000000|000000002|000000944|000000002|000000021|000000004|000000000|000000005|000000000|000000004|000000000|000000016|000000014|000000026|000000030|000000018|000000013|000000049|000000038|000000033|000000011|000000018|000000021|000000008|000000010|000000015|000000016|000000014|000000034|000000083|000000090|000000091|000000063|000000034|000000021|000000045|000000019|000000032|000000041|000000044|000000032|000000024|000000009|000000009|000000013|000000012|000000006|000000005|000000030|000000018|000000013|000000004|000000013|000000010|000000003|000000004|000000009|000000009|000000010|000000015|000000035|000000040|000000043|000000037|000000023|000000006|000000015|000000009|000000020|000000022|000000017|000000013|000000007|000000002|000000003|000000011|000000010|000000008|000000008|000000017|000000018|000000016|000000007|000000005|000000011|000000005|000000005|000000006|000000005|000000004|000000016|000000043|000000046|000000045|000000025|000000010|000000015|000000028|000000010|000000012|000000019|000000026|000000019|000000017|000000007|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996403|
STF1A|8577|9964|2|000000848|000000231|000000343|000000000|000000000|000000000|000000848|000000416|000000432|000000828|000000001|000000016|000000002|000000001|000000828|000000001|000000016|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000012|000000836|000000008|000000000|000000000|000000004|000000817|000000001|000000016|000000002|000000000|000000011|000000000|000000000|000000000|000000001|000000009|000000025|000000024|000000019|000000013|000000044|000000021|000000030|000000016|000000017|000000008|000000014|000000008|000000002|000000009|000000006|000000030|000000061|000000068|000000087|000000052|000000044|000000038|000000036|000000022|000000028|000000037|000000025|000000027|000000019|000000009|000000003|000000015|000000015|000000011|000000007|000000022|000000009|000000010|000000008|000000008|000000002|000000007|000000006|000000001|000000005|000000003|000000013|000000030|000000035|000000052|000000024|000000021|000000015|000000020|000000010|000000011|000000020|000000008|000000013|000000005|000000000|000000006|000000010|000000008|000000007|000000006|000000020|000000012|000000020|000000006|000000007|000000006|000000005|000000002|000000001|000000004|000000003|000000017|000000030|000000032|000000033|000000025|000000020|000000023|000000016|000000012|000000017|000000017|000000017|000000014|000000014|000000009|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996402|
STF1A|8576|9964|1|000000777|000000219|000000314|000000000|000000000|000000000|000000777|000000386|000000391|000000760|000000001|000000012|000000001|000000003|000000760|000000001|000000012|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000003|000000008|000000769|000000008|000000000|000000000|000000000|000000759|000000001|000000008|000000001|000000000|000000001|000000000|000000004|000000000|000000003|000000008|000000015|000000025|000000006|000000006|000000040|000000030|000000021|000000011|000000010|000000014|000000015|000000008|000000005|000000008|000000007|000000022|000000048|000000092|000000063|000000062|000000034|000000045|000000040|000000018|000000021|000000029|000000021|000000031|000000015|000000007|000000003|000000009|000000010|000000003|000000003|000000019|000000016|000000009|000000007|000000007|000000006|000000011|000000005|000000002|000000004|000000004|000000007|000000020|000000047|000000034|000000032|000000018|000000019|000000020|000000009|000000012|000000015|000000006|000000016|000000004|000000003|000000005|000000005|000000014|000000003|000000003|000000017|000000012|000000012|000000003|000000002|000000007|000000004|000000003|000000003|000000004|000000003|000000015|000000027|000000042|000000029|000000029|000000016|000000026|000000020|000000009|000000008|000000014|000000015|000000015|000000011|000000004|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996401|
STF1A|8575|9963|4|000001407|000000346|000000558|000000000|000000000|000000000|000001407|000000704|000000703|000001353|000000002|000000038|000000004|000000010|000001353|000000002|000000038|000000000|000000000|000000002|000000000|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000010|000000040|000001367|000000028|000000000|000000001|000000011|000001324|000000002|000000037|000000004|000000000|000000029|000000000|000000001|000000000|000000010|000000017|000000054|000000045|000000024|000000029|000000071|000000049|000000043|000000020|000000020|000000021|000000016|000000014|000000017|000000032|000000051|000000133|000000160|000000116|000000116|000000076|000000066|000000045|000000032|000000020|000000019|000000043|000000026|000000015|000000012|000000005|000000009|000000031|000000024|000000010|000000010|000000034|000000033|000000022|000000009|000000010|000000012|000000006|000000003|000000006|000000015|000000026|000000070|000000072|000000051|000000057|000000040|000000031|000000021|000000017|000000006|000000005|000000023|000000014|000000003|000000007|000000001|000000007|000000021|000000020|000000013|000000018|000000030|000000012|000000020|000000010|000000009|000000008|000000010|000000009|000000011|000000016|000000025|000000060|000000080|000000058|000000056|000000034|000000033|000000024|000000015|000000011|000000013|000000020|000000011|000000012|000000005|000000004|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996304|
STF1A|8574|9963|3|000001466|000000404|000000546|000000000|000000000|000000000|000001466|000000727|000000739|000001409|000000000|000000051|000000006|000000000|000001409|000000000|000000051|000000000|000000000|000000001|000000000|000000001|000000001|000000001|000000000|000000000|000000000|000000000|000000000|000000002|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000018|000001448|000000013|000000004|000000000|000000001|000001391|000000000|000000051|000000006|000000000|000000018|000000000|000000000|000000000|000000000|000000018|000000050|000000051|000000023|000000030|000000079|000000066|000000048|000000018|000000029|000000018|000000026|000000018|000000023|000000018|000000034|000000053|000000111|000000141|000000146|000000095|000000073|000000056|000000050|000000018|000000016|000000047|000000053|000000031|000000018|000000009|000000008|000000026|000000023|000000007|000000018|000000034|000000030|000000022|000000008|000000016|000000009|000000014|000000012|000000008|000000007|000000014|000000026|000000051|000000067|000000064|000000055|000000043|000000027|000000026|000000009|000000008|000000026|000000021|000000016|000000009|000000003|000000009|000000021|000000024|000000015|000000008|000000040|000000033|000000024|000000010|000000010|000000008|000000011|000000005|000000015|000000011|000000018|000000022|000000054|000000070|000000078|000000036|000000029|000000028|000000024|000000009|000000008|000000021|000000031|000000015|000000009|000000006|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|996303|
STF1A|8573|9963|2|000002318|000000495|000000679|000000000|000000000|000000000|000002318|000001131|000001187|000002200|000000004|000000093|000000016|000000005|000002200|000000004|000000093|000000000|000000000|000000003|000000000|000000007|000000004|000000001|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000005|000000018|000002300|000000012|000000003|000000000|000000003|000002190|000000004|000000090|000000016|000000000|000000010|000000000|000000003|000000000|000000005|000000026|000000061|000000064|000000027|000000032|000000101|000000069|000000055|000000025|000000038|000000027|000000026|000000122|000000224|000000108|000000082|000000150|000000146|000000159|000000153|000000130|000000117|000000077|000000069|000000028|000000047|000000046|000000048|000000042|000000014|000000005|000000014|000000022|000000032|000000015|000000014|000000051|000000039|000000025|000000013|000000018|000000007|000000014|000000048|000000085|000000042|000000045|000000069|000000066|000000072|000000080|000000058|000000055|000000042|000000026|000000013|000000029|000000015|000000027|000000023|000000006|000000000|000000010|000000036|000000028|000000011|000000016|000000045|000000027|000000024|000000007|000000018|000000016|000000011|000000062|000000123|000000056|000000033|000000070|000000076|000000082|000000068|000000064|000000061|000000034|000000043|000000015|000000017|000000029|000000021|000000019|000000008|000000005|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000001|000000000|000000000|996302|
